title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	taxid_ch1	description	description.1	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	platform_id	contact_name	contact_email	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	genotype/variation:ch1	tissue:ch1
Monosomy_2 [16753]	GSM3144832	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 2 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 2	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16753	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216609	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091809	NONE	Monosomy 2	blastocyst
Monosomy_20 [16739]	GSM3144833	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 20 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 20	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16739	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216608	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091810	NONE	Monosomy 20	blastocyst
Monosomy_20 [16749]	GSM3144834	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 20 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 20	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16749	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216607	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091811	NONE	Monosomy 20	blastocyst
Monosomy_21 [16615]	GSM3144835	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 21 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 21	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16615	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216606	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091812	NONE	Monosomy 21	blastocyst
Monosomy_21 [16743]	GSM3144836	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 21 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 21	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16743	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216605	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091813	NONE	Monosomy 21	blastocyst
Monosomy_22 [16611]	GSM3144837	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 22 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 22	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16611	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216604	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091814	NONE	Monosomy 22	blastocyst
Monosomy_22 [16616]	GSM3144838	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 22 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 22	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16616	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216638	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091815	NONE	Monosomy 22	blastocyst
Monosomy_3 [16744]	GSM3144839	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 3 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 3	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16744	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216637	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091816	NONE	Monosomy 3	blastocyst
Monosomy_4 [16742]	GSM3144840	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 4 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 4	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16742	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216636	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091817	NONE	Monosomy 4	blastocyst
Monosomy_4 [16794]	GSM3144841	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 4 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 4	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16794	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216635	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091818	NONE	Monosomy 4	blastocyst
Monosomy_5 [16741]	GSM3144842	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 5 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 5	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16741	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216603	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091819	NONE	Monosomy 5	blastocyst
Monosomy_5 [16750]	GSM3144843	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 5 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 5	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16750	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216602	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091820	NONE	Monosomy 5	blastocyst
Monosomy_6 [16724]	GSM3144844	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 6 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 6	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16724	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216601	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091821	NONE	Monosomy 6	blastocyst
Monosomy_7 [16726]	GSM3144845	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 7 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 7	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16726	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216634	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091822	NONE	Monosomy 7	blastocyst
Monosomy_7 [16730]	GSM3144846	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 7 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 7	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16730	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216633	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091823	NONE	Monosomy 7	blastocyst
Monosomy_8 [16781]	GSM3144847	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 8 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 8	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16781	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216632	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091824	NONE	Monosomy 8	blastocyst
Monosomy_8 [16792]	GSM3144848	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 8 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 8	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16792	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216631	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091825	NONE	Monosomy 8	blastocyst
Monosomy_9 [16754]	GSM3144849	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 9 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 9	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16754	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216630	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091826	NONE	Monosomy 9	blastocyst
Monosomy_9 [16775]	GSM3144850	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy 9 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy 9	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16775	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216629	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091827	NONE	Monosomy 9	blastocyst
Monosomy_XO [16145]	GSM3144851	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy XO embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy XO	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16145	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216667	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091828	NONE	Monosomy XO	blastocyst
Monosomy_XO [16146]	GSM3144852	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Monosomy XO embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Monosomy XO	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16146	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216666	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091829	NONE	Monosomy XO	blastocyst
